    0.940726604522933663E+00    0.874138658134881008E+00    0.270058115351085704E+02   -0.133990196103314663E+02
    0.966680925757789966E+00    0.921121296788765531E+00    0.291109802703523108E+02   -0.119148084123006743E+02
    0.942465662956237793E+00    0.861319899559020996E+00    0.278849065303802490E+02   -0.114040697197396863E+02
    0.952678000371556477E+00    0.790484470921484994E+00    0.264355452880784370E+02   -0.102362332793155026E+02
    0.968811658145249499E+00    0.829908690298421958E+00    0.280770630317151024E+02   -0.100586353253715330E+02
    0.976634341331062750E+00    0.794875915432594615E+00    0.139272942715897514E+02   -0.993393741867156876E+01
    0.944544373377954938E+00    0.896151130901822746E+00    0.222581210127266651E+02   -0.984982029988781527E+01
    0.974855801959873092E+00    0.775520171558064186E+00    0.114502085519024419E+02   -0.981453358593742564E+01
    0.972600697471767806E+00    0.842313297641797076E+00    0.201800968076328680E+02   -0.978007608320960031E+01
    0.967077304164918328E+00    0.897839526320321157E+00    0.271612749987723419E+02   -0.965998076478723711E+01
    0.958435109117351414E+00    0.915576599212167941E+00    0.209132483232139350E+02   -0.962087281171656450E+01
    0.973435738209724066E+00    0.763771608316138106E+00    0.144837097689752810E+02   -0.954599537115553431E+01
    0.947181390388738831E+00    0.905109607411097916E+00    0.208394224448231071E+02   -0.939959327151565560E+01
    0.963509956323862493E+00    0.730093333221843110E+00    0.926237490152714216E+01   -0.920423478731283673E+01
    0.967228138228990564E+00    0.827358094902531427E+00    0.269283037506293681E+02   -0.910712563492449689E+01
    0.943901100321401731E+00    0.873352146596149459E+00    0.214314336288836564E+02   -0.882547394097930038E+01
    0.972252629633707954E+00    0.817510028257870114E+00    0.181952274408497132E+02   -0.875453057002838975E+01
    0.970215619279778618E+00    0.854992261480455262E+00    0.210923176234393317E+02   -0.869765569831019825E+01
    0.968570667459351609E+00    0.753472135718478042E+00    0.153565060524120955E+02   -0.865265994225796575E+01
    0.952741764241484934E+00    0.916739949168635770E+00    0.228502307976062085E+02   -0.865059237497954925E+01
    0.964802316977523833E+00    0.899815973189572516E+00    0.265949451877883440E+02   -0.865029490054635275E+01
    0.970528509326946898E+00    0.859569453264770855E+00    0.182427562788553423E+02   -0.863216290250885798E+01
    0.953321599284324805E+00    0.794766888406061911E+00    0.243337088712358991E+02   -0.861098928060173563E+01
    0.952908739013943573E+00    0.921383295692443038E+00    0.266933273872579662E+02   -0.847133273592354286E+01
    0.966516155735827609E+00    0.830501258307181689E+00    0.265164246341319654E+02   -0.845861157352703863E+01
    0.944371310651537788E+00    0.783820556178908889E+00    0.171358400132733593E+02   -0.844248826402571062E+01
    0.949605497687608491E+00    0.717236232384548478E+00    0.108117309931762122E+02   -0.842002240993751094E+01
    0.961863706251220973E+00    0.815040288112441780E+00    0.294781381415132024E+02   -0.841438105131511449E+01
    0.960646908421943890E+00    0.717056464678545558E+00    0.963052194621356250E+01   -0.841102771711060804E+01
    0.971921872388854524E+00    0.816713135065401885E+00    0.177861761939620209E+02   -0.829991809105799483E+01
    0.956604524361854947E+00    0.909997810377805028E+00    0.210950361298355702E+02   -0.829541723606504355E+01
    0.951095857710821946E+00    0.913315486679401434E+00    0.243616285205704735E+02   -0.809039751552701780E+01
    0.968193007032618014E+00    0.829773528700914142E+00    0.223114701550129659E+02   -0.804459793849011895E+01
    0.964903891608501540E+00    0.884533428191235926E+00    0.187114740243368942E+02   -0.801209113580041965E+01
    0.945624257499134591E+00    0.795035370250627427E+00    0.187717822447311100E+02   -0.798490339375154612E+01
    0.952260476039029857E+00    0.800617322669266107E+00    0.240062149755356486E+02   -0.798441854242524141E+01
    0.961095661594409401E+00    0.903685767921074357E+00    0.224985030360780094E+02   -0.797683904816900125E+01
    0.957253762155626187E+00    0.807325312125755312E+00    0.272784051588642136E+02   -0.797162072999447169E+01
    0.947813487069497085E+00    0.839138618639068801E+00    0.289023504764021908E+02   -0.794362883048472135E+01
    0.950894951878182404E+00    0.903059334954722237E+00    0.202723731124037201E+02   -0.792389537188393422E+01
    0.952369144025352665E+00    0.806492369678588394E+00    0.253872400648145131E+02   -0.792328356500837394E+01
    0.968519643738432801E+00    0.812348160362412308E+00    0.200903918015238716E+02   -0.788004748157058987E+01
    0.956033981849962577E+00    0.916468641544764151E+00    0.263820149169006903E+02   -0.787677391729147214E+01
    0.961769847789525567E+00    0.893195643423129404E+00    0.190031002186755025E+02   -0.784878027785184251E+01
    0.951217299850459330E+00    0.724197737176016432E+00    0.101063346278044115E+02   -0.784258531578484774E+01
    0.956317311690106364E+00    0.917856744287509407E+00    0.299533362037496644E+02   -0.773834791933968891E+01
    0.945598664666880362E+00    0.861050218018282743E+00    0.244611765678234647E+02   -0.773828773762370492E+01
    0.962532257467606289E+00    0.899242973000524692E+00    0.280918520343220308E+02   -0.755157347908858956E+01
    0.966969421131598228E+00    0.870188745523839180E+00    0.219761998477455052E+02   -0.754204874393402758E+01
    0.963084470728397202E+00    0.888771814874099064E+00    0.195031414705427117E+02   -0.752181727611154116E+01
    0.958821655624197078E+00    0.795235692063759991E+00    0.227088904357217416E+02   -0.751565572199485210E+01
    0.958262194388617816E+00    0.759973871789273336E+00    0.178186618948753974E+02   -0.749985656914306542E+01
    0.955199349735733283E+00    0.911952707938409213E+00    0.247778444877910395E+02   -0.748743930219541642E+01
    0.962321902983562794E+00    0.877008623776248109E+00    0.162002846254117152E+02   -0.746248716385538557E+01
    0.948072843747084781E+00    0.893067230842240489E+00    0.213475244721415471E+02   -0.739925462129625711E+01
    0.949154743919850219E+00    0.752321698391881566E+00    0.102192641807918800E+02   -0.736074839481404197E+01
    0.946920956781593715E+00    0.856974790012059340E+00    0.266867118571613062E+02   -0.732228800865853469E+01
    0.963980155499178704E+00    0.725024897180919448E+00    0.125482690037002715E+02   -0.731369708200221158E+01
    0.947030827818077459E+00    0.864655955219101879E+00    0.278128658611287776E+02   -0.730595475008564232E+01
    0.963705416242296109E+00    0.838811465433083492E+00    0.295151413752930338E+02   -0.727531872527527579E+01
    0.944366178265084399E+00    0.841089813029434308E+00    0.194126817237095892E+02   -0.723612583692994171E+01
    0.955045694461297057E+00    0.911453352811303019E+00    0.262553677629583539E+02   -0.723602363576344398E+01
    0.945602953241661548E+00    0.867388993170913558E+00    0.216681821789193201E+02   -0.723116736127739923E+01
    0.948546907393263083E+00    0.843877528233138441E+00    0.284383556722110882E+02   -0.718057030522757955E+01
    0.961279345837545152E+00    0.800043414812560583E+00    0.222167560581843304E+02   -0.717688307730286379E+01
    0.949094337766043350E+00    0.735412055552904897E+00    0.106945420249388228E+02   -0.714790418105480985E+01
    0.954498538469793045E+00    0.906143012767119171E+00    0.226719545717666584E+02   -0.714050458889405260E+01
    0.948850912725884843E+00    0.745048701060010199E+00    0.145871316914719316E+02   -0.712469443927976798E+01
    0.943653501519077675E+00    0.791733468799747264E+00    0.153142473906464538E+02   -0.712046986893931066E+01
    0.948668890129196418E+00    0.758672920782262672E+00    0.159887891074663777E+02   -0.711841686276529551E+01
    0.955171198119338927E+00    0.901317738057275109E+00    0.205688700839212331E+02   -0.711052958592395967E+01
    0.967104346168930262E+00    0.837024585209076410E+00    0.219951611960039202E+02   -0.710743796482603241E+01
    0.961986006701660012E+00    0.895073297828099745E+00    0.246354677227032290E+02   -0.710681304493479260E+01
    0.966632497145679892E+00    0.743164643437123740E+00    0.137221063149345213E+02   -0.710028166629445057E+01
    0.944290893549872612E+00    0.772102294971551695E+00    0.127369453686852836E+02   -0.704748881165102592E+01
    0.958115507534337940E+00    0.903247697892160639E+00    0.230744779007039398E+02   -0.704272583407725961E+01
    0.944149222319938586E+00    0.813706283010033227E+00    0.175373847407553569E+02   -0.704010596257834820E+01
    0.960073835857015001E+00    0.757554624675192745E+00    0.169808039194051794E+02   -0.703203078723296926E+01
    0.948146683757739916E+00    0.833302527856678021E+00    0.246164349238209397E+02   -0.702042556211568058E+01
    0.961682664144923649E+00    0.896354717989475192E+00    0.297027494282464524E+02   -0.698727687635297467E+01
    0.955472878963182448E+00    0.794779157075824028E+00    0.220010285068383169E+02   -0.698004209788998242E+01
    0.948223754805208374E+00    0.889841992689329730E+00    0.220812910026760250E+02   -0.695314294590991633E+01
    0.946641350510874169E+00    0.835650617534015927E+00    0.223286615713528533E+02   -0.690322697769575910E+01
    0.960205300871968981E+00    0.779491553259554992E+00    0.193200848105493677E+02   -0.690194764943666694E+01
    0.969714948953273925E+00    0.781866470026130300E+00    0.156127361791868662E+02   -0.686722457149152898E+01
    0.948012787226690690E+00    0.878192467166853841E+00    0.288394027420431414E+02   -0.686430405397032750E+01
    0.952087612948616546E+00    0.725717266954736817E+00    0.105425398750464847E+02   -0.683260991612744029E+01
    0.959586686990901216E+00    0.892522555599985945E+00    0.198346097065992950E+02   -0.678456532208531993E+01
    0.969613782724633388E+00    0.818800527730749073E+00    0.177102760039795513E+02   -0.676742602476460497E+01
    0.945549516675640911E+00    0.846015995923289577E+00    0.152142919374641625E+02   -0.674143682303444258E+01
    0.958031775152493936E+00    0.756091044678380286E+00    0.168089273820198244E+02   -0.674012407883440812E+01
    0.971260377460007152E+00    0.809837222808885149E+00    0.137949480056592773E+02   -0.671987510478119621E+01
    0.953235236701878375E+00    0.816517472174158043E+00    0.253322330312229909E+02   -0.671555284088449156E+01
    0.950731643560769890E+00    0.891024816791695429E+00    0.194420687830020995E+02   -0.669823495814308867E+01
    0.965830068713060208E+00    0.868611812152586205E+00    0.187537767414541463E+02   -0.669790822354176374E+01
    0.958577517978658089E+00    0.898865587216370887E+00    0.226731726029635432E+02   -0.669092018990200188E+01
    0.947598943363680002E+00    0.777828759334412090E+00    0.170374158538894775E+02   -0.667512170474365263E+01
    0.963635662854740671E+00    0.877145078660129474E+00    0.270190996591016663E+02   -0.666875285198550571E+01
    0.957251810047492158E+00    0.904353128921392191E+00    0.265721017271992643E+02   -0.665372798521624098E+01
    0.968894713247857697E+00    0.753372396766659014E+00    0.117316941443046048E+02   -0.662120165861063548E+01
    0.947436184266393200E+00    0.794101146523325974E+00    0.184759388008830356E+02   -0.661701322714399698E+01
    0.970621370584295429E+00    0.823098002544607521E+00    0.148099643185120868E+02   -0.661512229136662100E+01
    0.947788710504279708E+00    0.877334339696352772E+00    0.249502104901664801E+02   -0.660198159017942565E+01
    0.959469233630963481E+00    0.898151023148374694E+00    0.249396917221806120E+02   -0.660177733132911371E+01
    0.953021487221527908E+00    0.792444268750785108E+00    0.207261144010794638E+02   -0.660167285986303920E+01
    0.963278483098173766E+00    0.758360573301383956E+00    0.160520498842687473E+02   -0.659108086428930218E+01
    0.944223314656500667E+00    0.814198965430701693E+00    0.168085148051249966E+02   -0.657846235478608055E+01
    0.945338955761108934E+00    0.788283956185552470E+00    0.163082373886168206E+02   -0.657220325716354026E+01
    0.966685620603735640E+00    0.833519019535173711E+00    0.209732224370113656E+02   -0.654671260926476162E+01
    0.967053283063138647E+00    0.856846772029839165E+00    0.168292843497788205E+02   -0.654659041650929563E+01
    0.952009786901472754E+00    0.814606588008474408E+00    0.238087633671007666E+02   -0.653994745108438913E+01
    0.963950504696110211E+00    0.860411422834271189E+00    0.271586411453001446E+02   -0.651413971515296364E+01
    0.954774485480704427E+00    0.868946665022435671E+00    0.149919073878990865E+02   -0.650016111585630973E+01
    0.967936071651785968E+00    0.845385537144844323E+00    0.153270107152479298E+02   -0.649930000065444169E+01
    0.963470540373026818E+00    0.730287457862537792E+00    0.125897661765909987E+02   -0.648664699915948884E+01
    0.964290800337220366E+00    0.802096470715234711E+00    0.200213054907465811E+02   -0.648425389675039465E+01
    0.962056842399894308E+00    0.884140122759879743E+00    0.199685060374220456E+02   -0.647697372959744921E+01
    0.965435982506290591E+00    0.866993951599211998E+00    0.179039294799005653E+02   -0.647635741948601673E+01
    0.948292496489642978E+00    0.774378963735211201E+00    0.168361628148872313E+02   -0.644864972846702234E+01
    0.962572282340010910E+00    0.745900750250840128E+00    0.148310013111575536E+02   -0.644625001844890200E+01
    0.956378379768446862E+00    0.787272646737436799E+00    0.202207373339294492E+02   -0.643901559428354364E+01
    0.955669327993865503E+00    0.719491502512402681E+00    0.110689435685043449E+02   -0.641552220726727018E+01
