    0.801871895790100098E+00    0.249999687075614929E+02    0.100685209035873413E+02   -0.440956868420059872E+10   -0.690775511231546968E+01    1
    0.801016974449157759E+00    0.234918132424354553E+02    0.244739717245101929E+02   -0.347484590389845467E+10   -0.690875511231548245E+01    1
    0.802856755256652899E+00    0.232580199837684631E+02    0.328198492527008057E+01   -0.330062227763037539E+10   -0.690975511231547301E+01    1
    0.819127368927001998E+00    0.248195350170135498E+02    0.256602931022644043E+02   -0.307694251017213583E+10   -0.691075511231547601E+01    1
    0.813875174522399991E+00    0.240787148475646973E+02    0.273256337642669678E+02   -0.306388312841837740E+10   -0.691175511231546658E+01    1
    0.821791720390319891E+00    0.246359318494796753E+02    0.259450006484985352E+02   -0.280538883473220444E+10   -0.691275511231547579E+01    1
    0.811710381507873557E+00    0.232675030827522278E+02    0.197718805074691772E+02   -0.276774829227316046E+10   -0.691375511231547435E+01    1
    0.802418589591979980E+00    0.219723358750343323E+02    0.137154650688171387E+02   -0.259277325107048368E+10   -0.691475511231548357E+01    1
    0.815405631065368675E+00    0.231241613626480103E+02    0.263589245080947876E+02   -0.252103275962514544E+10   -0.691575511231552209E+01    1
    0.821919083595275879E+00    0.239909127354621887E+02    0.170434319972991943E+02   -0.248348100600339413E+10   -0.691675511231554463E+01    1
    0.816512179374694891E+00    0.229180559515953064E+02    0.279521405696868896E+01   -0.240234180417927980E+10   -0.691775511231549967E+01    1
    0.831139588356018089E+00    0.248120993375778198E+02    0.471313118934631348E+01   -0.228279649568037367E+10   -0.691875511231549378E+01    1
    0.826821732521057173E+00    0.235806018114089966E+02    0.254795533418655396E+02   -0.207271866263760972E+10   -0.691975511231551454E+01    1
    0.805799221992492765E+00    0.202706113457679749E+02    0.267407208681106567E+02   -0.179146225273526764E+10   -0.692075511231548113E+01    1
    0.839994907379150391E+00    0.247617095708847046E+02    0.248491519689559937E+02   -0.172223461812958574E+10   -0.692175511231547080E+01    1
    0.835048580169677757E+00    0.231869488954544067E+02    0.637212395668029785E+01   -0.154561278979877996E+10   -0.692275511231549334E+01    1
    0.803103637695312567E+00    0.190583527088165283E+02    0.123554813861846924E+02   -0.145461825283213568E+10   -0.692375511231548746E+01    1
    0.807192754745483465E+00    0.192515790462493896E+02    0.199546319246292114E+02   -0.141305445185757613E+10   -0.692475511231548957E+01    1
    0.845143437385559082E+00    0.244129642844200134E+02    0.264294022321701050E+02   -0.138119078826173043E+10   -0.692575511231552365E+01    1
    0.843686985969543501E+00    0.234923183917999268E+02    0.171447139978408813E+02   -0.122185467632778168E+10   -0.692675511231553909E+01    1
    0.841979265213012695E+00    0.228197619318962097E+02    0.144733053445816040E+02   -0.114690458703148866E+10   -0.692775511231552343E+01    1
    0.829817366600036688E+00    0.207339987158775330E+02    0.640065550804138184E+01   -0.114320187444638586E+10   -0.692875511231550334E+01    1
    0.825358986854553223E+00    0.199675843119621277E+02    0.202683806419372559E+01   -0.113029444822031617E+10   -0.692975511231548769E+01    1
    0.844725322723388738E+00    0.229560792446136475E+02    0.232182258367538452E+02   -0.108939550593072081E+10   -0.693075511231546315E+01    1
    0.814888548851013250E+00    0.181924328207969666E+02    0.291794747114181519E+02   -0.979150441288350701E+09   -0.693175511231550789E+01    1
    0.837018799781799383E+00    0.209795460104942322E+02    0.256749236583709717E+02   -0.973901816057375431E+09   -0.693275511231550912E+01    1
    0.813632464408874601E+00    0.179738923907279968E+02    0.274822980165481567E+02   -0.956522696788116097E+09   -0.693375511231550057E+01    1
    0.825351762771606490E+00    0.188306599855422974E+02    0.102619957923889160E+02   -0.865465160947100759E+09   -0.693475511231554709E+01    1
    0.819754743576049827E+00    0.181137084960937500E+02    0.259376978874206543E+02   -0.860864861851783514E+09   -0.693575511231551811E+01    1
    0.842836260795593262E+00    0.211521059274673462E+02    0.525093197822570801E+01   -0.857646544630617261E+09   -0.693675511231548558E+01    1
    0.841375327110290616E+00    0.208464741706848145E+02    0.124562537670135498E+02   -0.815470153552628517E+09   -0.693775511231549125E+01    1
    0.862389278411865301E+00    0.249565497040748596E+02    0.199502295255661011E+02   -0.803923850821794033E+09   -0.693875511231549424E+01    1
    0.861554145812988281E+00    0.241285830736160278E+02    0.145934092998504639E+02   -0.725225002376218081E+09   -0.693975511231547948E+01    1
    0.846176433563232466E+00    0.209288194775581360E+02    0.294795584678649902E+02   -0.723372611148326278E+09   -0.694075511231545761E+01    1
    0.831942272186279363E+00    0.183757990598678589E+02    0.478526473045349121E+01   -0.671814295703232527E+09   -0.694175511231546682E+01    1
    0.859351944923400946E+00    0.228612422943115234E+02    0.285376954078674316E+02   -0.643369552986542702E+09   -0.694275511231551334E+01    1
    0.824070549011230558E+00    0.169066846370697021E+02    0.556690335273742676E+01   -0.589207630444638252E+09   -0.694375511231550835E+01    1
    0.831882739067077659E+00    0.176542207598686218E+02    0.364019215106964111E+01   -0.577783459249052048E+09   -0.694475511231550335E+01    1
    0.868818044662475586E+00    0.228925913572311401E+02    0.113215863704681396E+01   -0.565584193368929863E+09   -0.694575511231551523E+01    1
    0.807490277290344283E+00    0.152109146118164062E+02    0.212910085916519165E+02   -0.548800699218270421E+09   -0.694675511231552090E+01    1
    0.818878507614135831E+00    0.160217076539993286E+02    0.102525150775909424E+02   -0.532281196955169320E+09   -0.694775511231551945E+01    1
    0.812022471427917503E+00    0.149514824151992798E+02    0.107009857892990112E+02   -0.469155083243577242E+09   -0.694875511231547005E+01    1
    0.840135407447815008E+00    0.178309038281440735E+02    0.892098248004913330E+01   -0.458821384577011704E+09   -0.694975511231546506E+01    1
    0.826750636100769043E+00    0.158584862947463989E+02    0.241517972946166992E+02   -0.424276503240712225E+09   -0.695075511231549914E+01    1
    0.832973575592041104E+00    0.163984507322311401E+02    0.767744064331054688E+01   -0.407726965703480422E+09   -0.695175511231552257E+01    1
    0.953950142860412575E+00    0.249210670590400696E+02    0.164768457412719727E+01   -0.406441164542953312E+09   -0.695275511231550336E+01    1
    0.868069100379943892E+00    0.217256516218185425E+02    0.859909057617187500E+01   -0.399591729474851906E+09   -0.695375511231547883E+01    1
    0.868574476242065519E+00    0.221480548381805420E+02    0.274054563045501709E+02   -0.396058025246201456E+09   -0.695475511231550136E+01    1
    0.805456089973449751E+00    0.138762205839157104E+02    0.245574420690536499E+02   -0.395130281512483716E+09   -0.695575511231551680E+01    1
    0.827999591827392578E+00    0.156808286905288696E+02    0.185674703121185303E+02   -0.388733635705924749E+09   -0.695675511231548427E+01    1
    0.876684188842773438E+00    0.233699992299079895E+02    0.139971470832824707E+02   -0.363138577344059765E+09   -0.695775511231548727E+01    1
    0.874565172195434615E+00    0.228759258985519409E+02    0.182806688547134399E+02   -0.352818845146788418E+09   -0.695875511231550270E+01    1
    0.853797769546508878E+00    0.187307164072990417E+02    0.116999799013137817E+02   -0.351796178655612350E+09   -0.695975511231551458E+01    1
    0.814117598533630416E+00    0.139996081590652466E+02    0.262336724996566772E+02   -0.348270870086582065E+09   -0.696075511231551580E+01    1
    0.883473038673400879E+00    0.220141798257827759E+02    0.121694862842559814E+01   -0.334054335844288826E+09   -0.696175511231550104E+01    1
    0.871256566047668546E+00    0.213580250740051270E+02    0.971269190311431885E+01   -0.328041788591805220E+09   -0.696275511231553423E+01    1
    0.877177929878234952E+00    0.227161899209022522E+02    0.135810631513595581E+02   -0.319857234833405554E+09   -0.696375511231550171E+01    1
    0.826424121856689453E+00    0.147258564829826355E+02    0.874829292297363281E+01   -0.315955182202400744E+09   -0.696475511231547362E+01    1
    0.845787119865417547E+00    0.169459864497184753E+02    0.274828648567199707E+02   -0.314434545975029767E+09   -0.696575511231551836E+01    1
    0.921149587631225564E+00    0.236486390233039856E+02    0.172524869441986084E+01   -0.314123984046416342E+09   -0.696675511231553202E+01    1
    0.870228552818298362E+00    0.199191108345985413E+02    0.163981497287750244E+01   -0.309265845076844752E+09   -0.696775511231552436E+01    1
    0.845825004577636763E+00    0.168812006711959839E+02    0.193255555629730225E+02   -0.304868706025272727E+09   -0.696875511231550959E+01    1
    0.810298991203308172E+00    0.132902190089225769E+02    0.200447469949722290E+02   -0.303255997213037133E+09   -0.696975511231549394E+01    1
    0.843690752983093262E+00    0.164683669805526733E+02    0.865347683429718018E+01   -0.299227818723182797E+09   -0.697075511231548450E+01    1
    0.902855181694030784E+00    0.246234938502311707E+02    0.640541374683380127E+01   -0.288592480547097802E+09   -0.697175511231548395E+01    1
    0.890425968170166060E+00    0.216835856437683105E+02    0.116337060928344727E+01   -0.275162204556571305E+09   -0.697275511231548872E+01    1
    0.887516903877258345E+00    0.238584876060485840E+02    0.136476445198059082E+02   -0.268544293092545331E+09   -0.697375511231548995E+01    1
    0.825299072265625044E+00    0.140089571475982666E+02    0.865563333034515381E+01   -0.266555450761382997E+09   -0.697475511231553025E+01    1
    0.955272912979125977E+00    0.226711541414260864E+02    0.279967725276947021E+01   -0.261898363004071981E+09   -0.697575511231552614E+01    1
    0.890043210983276434E+00    0.223351925611495972E+02    0.565786063671112061E+01   -0.254181186123917431E+09   -0.697675511231550338E+01    1
    0.988251137733459517E+00    0.237255841493606567E+02    0.479426622390747070E+01   -0.251945498428753197E+09   -0.697775511231553747E+01    1
    0.880082893371582076E+00    0.219108790159225464E+02    0.135776406526565552E+02   -0.248779680691427141E+09   -0.697875511231551471E+01    1
    0.863060116767883301E+00    0.177950397133827209E+02    0.132578015327453613E+00   -0.245383175095511556E+09   -0.697975511231548751E+01    1
    0.101682677268981925E+01    0.248583033680915833E+02    0.539946734905242920E+01   -0.237663197151576936E+09   -0.698075511231549406E+01    1
    0.888661098480224676E+00    0.212623998522758484E+02    0.369517385959625244E+01   -0.237065307228673220E+09   -0.698175511231549972E+01    1
    0.905232882499694802E+00    0.236911356449127197E+02    0.679705917835235596E+01   -0.235374015068104208E+09   -0.698275511231551516E+01    1
    0.908139562606811501E+00    0.243977844715118408E+02    0.856817543506622314E+01   -0.232587663502967089E+09   -0.698375511231553414E+01    1
    0.906040048599243142E+00    0.218922913074493408E+02    0.222461700439453125E+01   -0.228945754837543041E+09   -0.698475511231553270E+01    1
    0.923284387588500954E+00    0.231633797287940979E+02    0.523930907249450684E+01   -0.226413604957077980E+09   -0.698575511231552948E+01    1
    0.976082301139831521E+00    0.215090960264205933E+02    0.691280364990234375E+00   -0.225913352728882521E+09   -0.698675511231552360E+01    1
    0.859426140785217285E+00    0.175601974129676819E+02    0.291207414865493774E+02   -0.223564380015955299E+09   -0.698775511231549373E+01    1
    0.852429103851318426E+00    0.164787679910659790E+02    0.268630725145339966E+02   -0.223386154423945844E+09   -0.698875511231551716E+01    1
